id,task_type,original_id,text,output
AOC_5573,AOC,1_89_721_12775,"Theres nobody better than Dr. Wise. I mean that. If she could be president of the University or of the United States we would all be better off. She is brilliant, relevant, hilarious, and understanding. Shes exactly what a college professor ought to be. A national treasure. Take any of her classes- you will not be disappointed.","[{'aspect': 'Dr. Wise', 'category': 'Staff - Overall', 'opinion': 'nobody better than'}
 {'aspect': 'Dr. Wise', 'category': 'Staff - Personal traits', 'opinion': 'If she could be president of the University or of the United States we would all be better off'}
 {'aspect': 'Dr. Wise', 'category': 'Staff - Personal traits', 'opinion': 'brilliant'}
 {'aspect': 'Dr. Wise', 'category': 'Staff - Personal traits', 'opinion': 'relevant'}
 {'aspect': 'Dr. Wise', 'category': 'Staff - Personal traits', 'opinion': 'hilarious'}
 {'aspect': 'Dr. Wise', 'category': 'Staff - Attitude', 'opinion': 'understanding'}
 {'aspect': 'Dr. Wise', 'category': 'Staff - Overall', 'opinion': 'exactly what a college professor ought to be'}
 {'aspect': 'Dr. Wise', 'category': 'Staff - Overall', 'opinion': 'national treasure'}
 {'aspect': 'her classes', 'category': 'Staff - Teaching', 'opinion': 'Take any'}
 {'aspect': 'her classes', 'category': 'Staff - Teaching', 'opinion': 'you will not be disappointed'}]"
AOC_5574,AOC,3_219_83_41,Good uni:) care for their students,"[{'aspect': 'uni', 'category': 'University - Overall', 'opinion': 'Good'}
 {'aspect': 'uni', 'category': 'University - Overall', 'opinion': 'care for their students'}]"
AOC_5575,AOC,1_203_834_12385,"Prof. Park is awesome. Super prepared, respects all students opinions and contributions, never rude. If he cant answer a question , he'll look it up and email the class about it. Baruch needs more dedicated professors like Park. You can tell he is really passionate about teaching , and does it well. LOADS of reading, hard work but worth it. TAKE HIM","[{'aspect': 'Prof. Park', 'category': 'Staff - Overall', 'opinion': 'TAKE HIM'}
 {'aspect': 'Prof. Park', 'category': 'Staff - Overall', 'opinion': 'awesome'}
 {'aspect': 'Prof. Park', 'category': 'Staff - Teaching', 'opinion': 'Super prepared'}
 {'aspect': 'Prof. Park', 'category': 'Staff - Attitude', 'opinion': 'respects all students opinions and contributions'}
 {'aspect': 'Prof. Park', 'category': 'Staff - Attitude', 'opinion': 'never rude'}
 {'aspect': 'Prof. Park', 'category': 'Staff - Teaching', 'opinion': ""If he cant answer a question , he'll look it up and email the class about it""}
 {'aspect': 'Prof. Park', 'category': 'Staff - Overall', 'opinion': 'Baruch needs more dedicated professors like Park'}
 {'aspect': 'Prof. Park', 'category': 'Staff - Teaching', 'opinion': 'really passionate about teaching , and does it well'}
 {'aspect': 'reading', 'category': 'Course - Workload', 'opinion': 'LOADS'}
 {'aspect': 'reading', 'category': 'Course - Learning activity', 'opinion': 'worth it'}
 {'aspect': 'reading', 'category': 'Course - Workload', 'opinion': 'hard work'}]"
AOC_5576,AOC,2_6695_1086,"This course was a good introduction to general engineering. EGAD was really fun, but the endless reports and assignments especially near the end of the term were a really big pain.","[{'aspect': 'introduction to general engineering', 'category': 'Course - Content', 'opinion': 'good'}
 {'aspect': 'EGAD', 'category': 'Course - Content', 'opinion': 'fun'}
 {'aspect': 'reports and assignments', 'category': 'Course - Workload', 'opinion': 'endless'}
 {'aspect': 'reports and assignments', 'category': 'Course - Assessment', 'opinion': 'a really big pain'}]"
AOC_5577,AOC,2_8526_929,"It is easy to do well in if you do the work, really like the way the midterm and final is set up.","[{'aspect': 'null', 'category': 'Course - Difficulty', 'opinion': 'easy to do well in if you do the work'}
 {'aspect': 'the way the midterm and final is set up', 'category': 'Course - Assessment', 'opinion': 'really like'}]"
AOC_5578,AOC,1_3_1162_1252,She is a a lot of fun but if you want to learn accounting do not take her class. She speaks very fast and does not expalain things in detail. She covered the material in class very superficially and let us go home one hour earlier.,"[{'aspect': 'She', 'category': 'Staff - Personal traits', 'opinion': 'a lot of fun'}
 {'aspect': 'her class', 'category': 'Staff - Teaching', 'opinion': 'do not take'}
 {'aspect': 'She', 'category': 'Staff - Teaching', 'opinion': 'speaks very fast'}
 {'aspect': 'She', 'category': 'Staff - Teaching', 'opinion': 'does not expalain things in detail'}
 {'aspect': 'She', 'category': 'Staff - Teaching', 'opinion': 'let us go home one hour earlier'}
 {'aspect': 'She', 'category': 'Staff - Teaching', 'opinion': 'covered the material in class very superficially'}]"
AOC_5579,AOC,1_89_505_17580,learned a lot that I can use,"[{'aspect': 'null', 'category': 'Course - Overall', 'opinion': 'learned a lot that I can use'}]"
AOC_5580,AOC,1_3_1725_18559,"The class is extremely hard and he does the best he can to explain it in as many ways as possible. If you go to class and ask questions, you'll be okay. He curves if necessary on all assignments and is pretty fair in grading. Don't expect an A unless you work for it. Don't cheat and you won't have a problem with him.","[{'aspect': 'class', 'category': 'Course - Difficulty', 'opinion': ""Don't expect an A unless you work for it""}
 {'aspect': 'class', 'category': 'Course - Difficulty', 'opinion': 'extremely hard'}
 {'aspect': 'he', 'category': 'Staff - Teaching', 'opinion': 'does the best he can to explain it in as many ways as possible'}
 {'aspect': 'null', 'category': 'Course - Difficulty', 'opinion': ""you'll be okay""}
 {'aspect': 'He', 'category': 'Staff - Teaching', 'opinion': 'curves if necessary on all assignments'}
 {'aspect': 'He', 'category': 'Staff - Teaching', 'opinion': 'pretty fair in grading'}]"
AOC_5581,AOC,3_224_193_81,"I had a great three years at Exeter. Although there is room for improvement in the careers services, they were always proactive towards and responsive to student needs.","[{'aspect': 'three years at Exeter', 'category': 'University - Overall', 'opinion': 'great'}
 {'aspect': 'careers services', 'category': 'University - Information & services', 'opinion': 'room for improvement'}
 {'aspect': 'careers services', 'category': 'University - Information & services', 'opinion': 'proactive towards and responsive to student needs'}]"
AOC_5582,AOC,1_50_823_4573,"Lectures are 2 hours of chewin fat, so to speak. Topics are overly general. HW is easy, just busy work to BS a page or two of writing. Required for CEs , unfortunately. Capstone project quality was poor for our class, but depends on year.","[{'aspect': 'Lectures', 'category': 'Course - Learning activity', 'opinion': 'chewin fat'}
 {'aspect': 'Topics', 'category': 'Course - Content', 'opinion': 'overly general'}
 {'aspect': 'HW', 'category': 'Course - Assessment', 'opinion': 'just busy work to BS'}
 {'aspect': 'HW', 'category': 'Course - Assessment', 'opinion': 'easy'}
 {'aspect': 'HW', 'category': 'Course - Assessment', 'opinion': 'just busy work to BS'}
 {'aspect': 'null', 'category': 'Course - Overall', 'opinion': 'Required for CEs , unfortunately'}
 {'aspect': 'Capstone project quality', 'category': 'Course - Learning activity', 'opinion': 'depends on year'}
 {'aspect': 'Capstone project quality', 'category': 'Course - Learning activity', 'opinion': 'poor'}]"
AOC_5583,AOC,1_82_2293_1371,"This class was challenging because the instructor was not able to express the materials clearly. Not to mention, he does not speak fluent English. In addition, it is even harder to understand the course materials, due to lack of samples and again fluent expression of the materials. Moreover, this class will require much practice and studying.","[{'aspect': 'This class', 'category': 'Course - Difficulty', 'opinion': 'challenging'}
 {'aspect': 'instructor', 'category': 'Staff - Teaching', 'opinion': 'not able to express the materials clearly'}
 {'aspect': 'instructor', 'category': 'Staff - Personal traits', 'opinion': 'does not speak fluent English'}
 {'aspect': 'course materials', 'category': 'Course - Course materials', 'opinion': 'even harder to understand'}
 {'aspect': 'course materials', 'category': 'Course - Course materials', 'opinion': 'lack of samples'}
 {'aspect': 'this class', 'category': 'Course - Workload', 'opinion': 'require much practice and studying'}]"
AOC_5584,AOC,1_210_1717_689,"Worst Professor by far.... I didn't learn anything from this class, never used any of the books. His lectures are boring and bias... doesn't like when students get invloved or challenge his ideas. No class facilitation... grades easy, but if you question him or challenge his ideas good luck getting a good grade. Never gives good feedback. Horrible!","[{'aspect': 'Professor', 'category': 'Staff - Overall', 'opinion': 'Worst'}
 {'aspect': 'Professor', 'category': 'Staff - Teaching', 'opinion': 'if you question him or challenge his ideas good luck getting a good grade'}
 {'aspect': 'this class', 'category': 'Course - Overall', 'opinion': ""I didn't learn anything from""}
 {'aspect': 'His lectures', 'category': 'Staff - Teaching', 'opinion': 'boring and bias'}
 {'aspect': 'Professor', 'category': 'Staff - Attitude', 'opinion': ""doesn't like when students get invloved or challenge his ideas""}
 {'aspect': 'class facilitation', 'category': 'Staff - Teaching', 'opinion': 'No'}
 {'aspect': 'Professor', 'category': 'Staff - Teaching', 'opinion': 'grades easy'}
 {'aspect': 'feedback', 'category': 'Staff - Teaching', 'opinion': 'Never gives good'}
 {'aspect': 'Professor', 'category': 'Staff - Overall', 'opinion': 'Horrible'}]"
AOC_5585,AOC,2_4520_234,"Its so easy to do well in the class. Each lecture is pretty much the equivalent of story time, especially if you enjoy Greek myths. Ron Kroeker is a pretty hilarious prof as an added bonus!","[{'aspect': 'do well in the class', 'category': 'Course - Difficulty', 'opinion': 'so easy'}
 {'aspect': 'lecture', 'category': 'Course - Learning activity', 'opinion': 'pretty much the equivalent of story time'}
 {'aspect': 'Ron Kroeker', 'category': 'Staff - Overall', 'opinion': 'added bonus'}
 {'aspect': 'Ron Kroeker', 'category': 'Staff - Personal traits', 'opinion': 'pretty hilarious prof'}]"
AOC_5586,AOC,1_17_420_11734,"She's awesome! Taught a lot of real-life lessons in the class. No tests, only a long-ish midterm paper and 4 short responses. Definitely recommended for anybody who needs an easy grade and who doesn't mind passing the time in a conversation driven lesson.","[{'aspect': 'null', 'category': 'Staff - Overall', 'opinion': 'awesome'}
 {'aspect': 'null', 'category': 'Staff - Teaching', 'opinion': 'Taught a lot of real-life lessons in the class'}
 {'aspect': 'null', 'category': 'Staff - Overall', 'opinion': 'Definitely recommended'}
 {'aspect': 'null', 'category': 'Course - Difficulty', 'opinion': 'easy grade'}
 {'aspect': 'lesson', 'category': 'Course - Learning activity', 'opinion': 'conversation driven'}]"
AOC_5587,AOC,2_42_794,Please be very careful about the design recipe( especially tests and examples),"[{'aspect': 'design recipe', 'category': 'Course - Content', 'opinion': 'be very careful about'}]"
AOC_5588,AOC,2_10710_1670,"Most fair course of 3A. Pace and level of content taught to us was good. Midterm was straightforward, final was definitely hard but still doable. Much better course than Thermo 1.","[{'aspect': 'course', 'category': 'Course - Overall', 'opinion': 'Most fair'}
 {'aspect': 'course', 'category': 'Course - Overall', 'opinion': 'Much better course than Thermo 1'}
 {'aspect': 'Pace and level of content', 'category': 'Course - Content', 'opinion': 'good'}
 {'aspect': 'Midterm', 'category': 'Course - Assessment', 'opinion': 'straightforward'}
 {'aspect': 'final', 'category': 'Course - Assessment', 'opinion': 'definitely hard but still doable'}]"
AOC_5589,AOC,1_231_1314_8036,"Awesome teacher, wished his class lasted longer, much enjoyed lecturing!","[{'aspect': 'teacher', 'category': 'Staff - Overall', 'opinion': 'Awesome'}
 {'aspect': 'null', 'category': 'Staff - Teaching', 'opinion': 'wished his class lasted longer'}
 {'aspect': 'lecturing', 'category': 'Staff - Teaching', 'opinion': 'much enjoyed'}]"
